4908.682129	1742.478638	926.546997	507.377808	397.339233	240.307037	211.222504	223.319000	179.063690	174.283981	162.379501	98.576813	114.716125	129.108795	129.895706	93.110916	95.758919	83.044579	84.035789	67.017387	81.290703	79.802605	62.497742	73.793831	78.193680	81.243355	63.190655	93.090584	80.851585	69.511017	80.491005	82.191086	62.583744	83.434044	67.124336	65.439835	67.274109	71.386208	56.461544	57.014164	62.324284	45.141014	75.894043	72.163322	62.316349	49.170425	44.352005	21.338572	17.837969	16.945953	20.572197	15.859057	17.967417	9.351448	8.802203	8.167011
1742.478638	4503.131348	1641.403198	657.830933	454.290802	324.605652	235.594406	229.085495	221.738541	162.880676	172.597839	130.185150	142.804276	126.315613	98.512970	118.134506	112.012688	107.767570	98.556709	81.143288	82.690506	67.078918	74.706566	86.012413	58.598289	71.021553	81.164314	89.230484	83.015862	107.611588	76.581848	96.873840	71.986374	81.522255	67.011711	73.795654	70.159149	66.066582	58.035389	57.252392	65.254395	69.230713	63.687954	61.373539	59.732334	50.017124	32.947498	21.817327	22.797731	16.243271	14.986553	18.241734	19.135975	11.268626	13.499537	7.828358
926.546997	1641.403198	4285.756836	1376.948364	699.027649	389.714508	299.084625	309.554047	276.179199	203.419418	212.147415	141.208176	157.046112	155.308182	134.231293	118.114822	113.238396	90.833878	79.974724	80.247925	88.068687	84.960144	89.216270	83.944061	76.819687	94.882744	85.060883	78.832985	85.217545	93.494118	96.084023	87.724968	85.430458	88.787025	72.035088	75.900612	78.568298	62.537392	65.594292	70.003708	73.623695	71.169426	51.039726	59.701294	69.070229	56.314247	30.481752	25.172684	15.331397	18.473642	18.721498	13.745103	13.625872	9.118051	6.675289	10.064569
507.377808	657.830933	1376.948364	4362.856934	1746.554565	745.735168	529.554565	424.400360	390.478668	301.596405	286.359314	239.693222	184.844696	192.030914	146.680649	135.304688	129.718567	117.913986	122.915268	108.736298	104.811409	93.452164	100.740372	108.970123	81.162590	97.708107	102.210953	101.563721	85.533455	98.832230	106.651527	100.794273	97.656479	88.091843	102.187004	74.228600	79.883705	59.958660	49.378090	58.897110	79.370453	73.241692	67.578590	57.925190	77.535965	63.397427	41.144665	18.949501	24.440132	24.185381	18.007946	20.694084	13.676384	13.219341	10.050052	10.878947
397.339233	454.290802	699.027649	1746.554565	4719.590332	1630.099243	715.687927	493.648071	376.487579	280.019257	257.930756	215.229675	194.100266	154.994156	161.380005	136.711853	146.795761	115.209892	127.741974	91.149048	100.032204	105.754951	77.189285	96.936401	99.501434	82.228569	76.544220	68.492874	88.530884	76.256798	107.531425	88.497650	94.340157	72.448372	83.184227	56.645172	60.846310	74.213234	71.141754	71.620369	67.106453	61.395420	61.673534	63.573097	60.646191	55.104248	43.278111	35.740273	15.365348	27.369337	19.935642	14.636512	17.196503	15.822697	12.636801	14.289715
240.307037	324.605652	389.714508	745.735168	1630.099243	4849.229492	1601.512939	738.442566	468.216492	316.457550	269.965607	249.693817	212.063232	179.880768	144.449646	173.199799	138.975937	131.419952	104.445717	100.022041	99.623138	104.103477	89.941422	91.909363	92.883492	104.801498	93.108727	94.894020	85.338737	103.551834	97.797386	88.014854	99.174057	104.754166	64.786369	77.052628	91.270294	73.909744	73.474937	54.344757	69.307297	40.951618	65.288597	65.658058	79.959778	63.606926	40.073593	27.684315	27.771229	44.756001	35.459618	30.233070	24.420664	16.341621	13.051240	14.758363
211.222504	235.594406	299.084625	529.554565	715.687927	1601.512939	4358.888184	1632.198730	729.992310	521.467773	381.437866	326.046661	373.323669	241.318359	199.138748	177.509918	173.065765	131.975586	143.490417	134.773666	112.036903	125.459702	119.236984	102.293343	102.644348	98.181458	85.629890	79.962280	104.721939	114.210632	112.583618	128.486435	119.564629	93.271484	82.154190	82.093208	92.060081	76.557373	81.128075	71.168564	66.031067	73.890472	76.345909	79.280334	78.801239	79.359810	61.579472	60.044106	36.984936	37.645123	33.818562	27.177895	29.270473	27.303061	15.643146	16.328579
223.319000	229.085495	309.554047	424.400360	493.648071	738.442566	1632.198730	4481.678223	1456.434204	633.572693	474.892365	399.542877	335.352478	307.637848	251.458252	234.968582	222.379745	174.767365	187.651199	147.495575	143.173889	169.310028	127.563751	115.552673	145.463516	131.554749	136.336411	136.658600	131.676285	148.193375	145.879257	151.668793	148.947296	100.572250	90.144951	95.895576	80.204735	87.603928	96.193268	90.582024	104.502647	85.609116	71.345589	81.714508	73.569031	104.457840	48.092255	34.805996	22.218805	30.153885	20.133564	16.125626	24.866716	7.131474	13.052311	12.715940
179.063690	221.738541	276.179199	390.478668	376.487579	468.216492	729.992310	1456.434204	4013.880859	1379.529785	730.194824	588.944153	546.523193	420.175323	344.933868	274.781250	271.706116	225.503876	194.291351	195.115524	179.918335	172.019943	152.522736	151.465424	165.566818	120.631950	147.179443	153.581085	163.577927	200.466309	192.030930	201.626068	156.015045	157.696411	128.133682	126.081146	91.076271	87.792358	101.427849	82.007942	100.321991	114.996254	83.380821	103.138771	97.692451	126.356720	71.625221	45.731247	25.101316	40.086090	27.701084	33.804733	23.249170	21.391825	18.152372	8.916590
174.283981	162.880676	203.419418	301.596405	280.019257	316.457550	521.467773	633.572693	1379.529785	4346.342773	1506.544312	699.798340	580.880432	421.805359	342.584015	259.313751	253.925690	260.319702	211.904312	200.800476	199.759842	179.761139	177.669739	195.844376	183.415314	169.031494	174.691864	153.775070	157.148636	184.778854	173.375595	189.504959	164.042953	144.400574	112.040222	122.971352	122.333939	90.735001	106.273422	97.850311	97.193047	110.927345	95.008591	108.547859	145.280197	116.719193	46.547157	44.668022	28.248682	25.158808	25.276562	26.908741	27.799570	15.319863	14.420073	16.724348
162.379501	172.597839	212.147415	286.359314	257.930756	269.965607	381.437866	474.892365	730.194824	1506.544312	4472.054688	1358.619995	619.598816	419.109802	368.615051	345.484650	304.535065	242.502350	231.084320	218.334427	197.359619	224.129517	215.119186	198.414413	178.756027	209.015198	184.878586	181.571732	180.253540	192.810074	177.323807	175.180710	228.500351	149.677948	126.168152	117.897339	91.092865	101.184410	118.512299	84.027573	76.507896	103.404297	106.642647	95.175133	112.429108	99.966270	65.685226	27.517719	31.054625	12.292371	23.876480	24.103516	22.204926	18.089111	11.351114	15.797979
98.576813	130.185150	141.208176	239.693222	215.229675	249.693817	326.046661	399.542877	588.944153	699.798340	1358.619995	3995.344482	1314.207764	649.040710	518.480957	469.903442	387.673431	363.042816	282.291809	289.066498	271.918457	265.444580	221.044174	251.629303	228.341263	212.792236	214.692871	227.465378	234.768951	251.694946	255.362854	251.981018	253.868378	169.583603	147.083542	127.878700	129.659576	118.607727	114.776688	135.288116	134.255981	112.519135	113.225403	110.228737	119.433136	152.078049	81.051758	39.056526	30.363836	29.659632	22.874693	27.057529	22.198196	14.304246	22.958027	10.090095
114.716125	142.804276	157.046112	184.844696	194.100266	212.063232	373.323669	335.352478	546.523193	580.880432	619.598816	1314.207764	4175.359863	1428.476685	736.899353	521.949646	384.028473	356.401520	348.528564	284.517273	279.534180	248.957138	286.659882	232.806442	213.430298	189.318680	242.114746	196.067627	205.109253	229.215851	204.398300	212.807938	243.996216	154.380997	146.428680	121.901817	113.354317	93.764297	82.904457	105.848572	95.604034	101.144806	92.405235	98.779175	123.517578	113.321083	67.079422	24.437284	31.974789	18.984900	16.594168	20.305403	25.049751	11.973278	9.203870	15.554440
129.108795	126.315613	155.308182	192.030914	154.994156	179.880768	241.318359	307.637848	420.175323	421.805359	419.109802	649.040710	1428.476685	4713.870605	1455.307129	634.778687	502.795990	396.358215	347.169250	284.982086	248.822250	294.569183	211.694824	246.392105	237.982697	252.407486	232.708328	209.154190	188.404968	216.613052	206.262558	192.954285	149.458450	139.362106	137.942825	119.135307	118.918182	98.892632	80.436150	92.104782	80.250977	93.326614	79.260834	106.593414	84.520264	72.565140	56.918865	29.633707	24.418394	15.128683	11.937934	20.226208	15.149461	10.733922	15.716524	6.379789
129.895706	98.512970	134.231293	146.680649	161.380005	144.449646	199.138748	251.458252	344.933868	342.584015	368.615051	518.480957	736.899353	1455.307129	4494.861328	1501.724243	696.865845	534.840759	495.238190	361.954315	333.359344	295.198212	309.380859	299.098358	296.055206	234.411591	229.261703	205.176300	197.695938	213.985001	183.038132	202.588425	194.814606	144.448685	113.106987	111.287239	87.809906	110.975616	87.685089	86.261528	84.395592	91.808350	67.631104	70.981689	77.181259	68.936600	42.846733	19.341867	21.444967	17.280312	12.366041	9.727501	12.000328	13.766198	11.337952	5.259887
93.110916	118.134506	118.114822	135.304688	136.711853	173.199799	177.509918	234.968582	274.781250	259.313751	345.484650	469.903442	521.949646	634.778687	1501.724243	4841.405762	1494.280396	722.149902	511.835480	432.869873	370.020142	359.482727	267.705872	261.538574	229.857758	259.808868	228.463943	213.316635	193.993759	188.335999	176.095398	212.367462	151.377594	117.865440	110.927452	109.771034	80.847466	76.463219	75.854790	76.038338	75.680168	87.107727	90.419052	89.529282	74.450043	73.582886	45.169960	19.317427	16.955812	22.651751	11.523378	12.690493	11.182587	10.884469	8.964537	13.516150
95.758919	112.012688	113.238396	129.718567	146.795761	138.975937	173.065765	222.379745	271.706116	253.925690	304.535065	387.673431	384.028473	502.795990	696.865845	1494.280396	4551.320312	1579.585571	722.380798	540.703613	448.694061	394.089844	333.829041	324.233826	242.925323	268.120667	222.116653	212.084183	219.435104	213.855286	174.646774	181.307816	187.902451	136.650330	107.584366	92.710625	95.901756	78.113380	96.182152	67.597313	93.620224	71.912628	71.306274	62.773403	65.525818	74.464149	46.011665	21.992378	20.900295	19.648317	11.047630	14.378661	10.720908	7.826324	10.026836	7.974233
83.044579	107.767570	90.833878	117.913986	115.209892	131.419952	131.975586	174.767365	225.503876	260.319702	242.502350	363.042816	356.401520	396.358215	534.840759	722.149902	1579.585571	4578.395020	1420.015381	652.335632	545.101501	452.645905	404.415100	314.781708	324.398682	273.188477	239.804001	242.967728	229.082672	254.528030	206.216095	207.647049	142.801132	109.894768	120.460823	109.715637	91.778885	101.693039	92.331810	75.642860	96.725220	87.878960	97.677971	84.456894	85.199463	81.947044	49.268742	23.917656	20.565208	21.368389	10.870508	15.236452	16.303038	10.267797	15.503841	5.884789
84.035789	98.556709	79.974724	122.915268	127.741974	104.445717	143.490417	187.651199	194.291351	211.904312	231.084320	282.291809	348.528564	347.169250	495.238190	511.835480	722.380798	1420.015381	4759.664062	1627.594482	763.054260	553.742371	402.689514	374.526611	354.085144	310.862122	274.046051	239.922928	247.229645	243.115158	206.858917	158.421051	186.112457	140.066269	114.245262	97.938942	73.355598	91.504028	67.876961	65.935944	74.849197	73.008270	70.973213	72.834061	97.410362	68.635628	45.338783	15.276674	11.788181	22.047430	18.353371	23.580950	10.884249	11.918345	14.542290	7.083761
67.017387	81.143288	80.247925	108.736298	91.149048	100.022041	134.773666	147.495575	195.115524	200.800476	218.334427	289.066498	284.517273	284.982086	361.954315	432.869873	540.703613	652.335632	1627.594482	4689.077148	1409.872192	762.012329	518.763550	440.006195	390.293884	327.547180	291.638275	320.990021	239.895935	274.123596	227.729080	242.228165	144.418640	148.486633	128.996460	99.379616	102.781006	71.820992	71.374870	89.295090	82.655113	84.443253	92.675316	84.915329	73.744400	62.814850	45.585567	20.124043	16.402117	17.979120	18.552483	19.229666	11.649526	22.677919	7.782382	11.914293
81.290703	82.690506	88.068687	104.811409	100.032204	99.623138	112.036903	143.173889	179.918335	199.759842	197.359619	271.918457	279.534180	248.822250	333.359344	370.020142	448.694061	545.101501	763.054260	1409.872192	5076.452148	1372.350586	722.811401	565.619812	413.255127	384.334656	315.330658	272.527618	280.371399	238.227829	220.170242	174.691650	162.397095	142.364212	127.664124	111.412682	118.169106	93.356216	56.350281	75.869087	78.948021	68.763672	94.323326	90.353767	83.722084	82.123055	42.881336	16.563961	23.737091	21.140699	18.478493	11.305575	13.947119	14.666174	13.177287	9.169783
79.802605	67.078918	84.960144	93.452164	105.754951	104.103477	125.459702	169.310028	172.019943	179.761139	224.129517	265.444580	248.957138	294.569183	295.198212	359.482727	394.089844	452.645905	553.742371	762.012329	1372.350586	4616.120117	1518.870361	780.758911	566.044250	433.538788	386.501343	317.994598	282.132843	289.392944	262.844696	230.455490	226.784561	159.028091	118.096710	108.986359	109.313271	96.586739	90.945457	93.995491	75.244568	92.125374	88.576576	73.891747	96.256523	74.115692	43.506531	22.983936	17.566547	22.489828	11.395784	13.595806	20.274403	16.033798	14.898587	14.137633
62.497742	74.706566	89.216270	100.740372	77.189285	89.941422	119.236984	127.563751	152.522736	177.669739	215.119186	221.044174	286.659882	211.694824	309.380859	267.705872	333.829041	404.415100	402.689514	518.763550	722.811401	1518.870361	5083.736816	1348.074951	689.779175	557.010620	363.362549	382.598541	316.713623	330.671356	283.508423	259.200378	221.460098	156.251740	145.653671	116.350922	99.686577	77.579163	104.946007	88.566490	115.307396	90.640182	74.424103	92.857666	92.764252	69.908890	49.045277	27.529358	19.725561	11.711970	19.336754	10.021282	18.764889	10.341006	9.733642	9.031235
73.793831	86.012413	83.944061	108.970123	96.936401	91.909363	102.293343	115.552673	151.465424	195.844376	198.414413	251.629303	232.806442	246.392105	299.098358	261.538574	324.233826	314.781708	374.526611	440.006195	565.619812	780.758911	1348.074951	4564.068359	1535.254639	784.811462	540.010498	425.658752	347.977478	345.846039	336.152130	277.034210	243.101822	182.806488	129.315506	146.963791	123.044937	111.464111	101.327438	112.089523	102.158325	94.924606	90.269028	89.700150	97.889267	86.422775	60.298698	23.156031	22.172876	21.628304	16.438864	27.155743	20.384007	14.233465	5.210132	9.970443
78.193680	58.598289	76.819687	81.162590	99.501434	92.883492	102.644348	145.463516	165.566818	183.415314	178.756027	228.341263	213.430298	237.982697	296.055206	229.857758	242.925323	324.398682	354.085144	390.293884	413.255127	566.044250	689.779175	1535.254639	4681.416016	1500.890869	704.281799	495.956085	442.446716	415.037201	364.927490	322.191193	287.705078	205.733566	150.295044	161.871933	117.953094	102.635696	110.451309	116.102348	123.010651	104.140366	140.843628	96.787766	105.058220	118.009811	62.234341	20.278244	17.799168	16.984581	17.594957	13.321697	19.208929	12.854075	18.820837	10.914170
81.243355	71.021553	94.882744	97.708107	82.228569	104.801498	98.181458	131.554749	120.631950	169.031494	209.015198	212.792236	189.318680	252.407486	234.411591	259.808868	268.120667	273.188477	310.862122	327.547180	384.334656	433.538788	557.010620	784.811462	1500.890869	4658.501953	1439.213257	724.934509	517.059143	433.322113	361.344666	309.464386	256.937347	232.831238	178.271957	156.782806	111.792648	107.076134	126.822121	112.789528	107.784958	111.474449	106.380447	116.710953	112.456940	97.109001	65.031067	32.446453	22.086359	20.705818	23.125702	16.609516	19.514593	14.364479	14.340243	10.976964
63.190655	81.164314	85.060883	102.210953	76.544220	93.108727	85.629890	136.336411	147.179443	174.691864	184.878586	214.692871	242.114746	232.708328	229.261703	228.463943	222.116653	239.804001	274.046051	291.638275	315.330658	386.501343	363.362549	540.010498	704.281799	1439.213257	4844.882324	1436.166748	688.943481	530.980713	399.479126	347.163116	297.387665	254.504852	185.360107	139.017120	129.148895	141.534744	131.293777	130.300552	123.018127	130.959534	118.397484	120.953094	125.280289	102.996635	63.226028	34.925766	28.254366	31.203199	15.640912	32.296986	19.921581	15.235386	11.153766	13.582904
